"Town","FIPS","Year","Year Submitted","Town Profile Year","Rank","Variable","Measure Type","Value"
"Kent","0900540290",2014,2014,2016,"4","Employer","Name","Kent Health Care Ctr"
"Kent","0900540290",2014,2014,2016,"5","Employer","Name","All Star Transportation"
"Kent","0900540290",2016,2017,2017,"1","Employer","Name","Kent Cetner School"
"Kent","0900540290",2016,2017,2017,"2","Employer","Name","Kent School"
"Kent","0900540290",2016,2017,2017,"3","Employer","Name","Marvelwood School"
"Kent","0900540290",2016,2017,2017,"4","Employer","Name","South Kent School"
"Kent","0900540290",2016,2017,2017,"5","Employer","Name","Club Getaway"
"Killingly","0901540500",2014,2014,2016,"1","Employer","Name","Frito Lay, Inc."
"Killingly","0901540500",2014,2014,2016,"2","Employer","Name","Staples Distribution"
"Killingly","0901540500",2014,2014,2016,"3","Employer","Name","Rite Aid Distribution"
"Killingly","0901540500",2014,2014,2016,"4","Employer","Name","United Natural Foods, Inc."
"Killingly","0901540500",2014,2014,2016,"5","Employer","Name","Spirol International Corporation"
"Killingly","0901540500",2014,2014,2017,"1","Employer","Name","Frito Lay, Inc."
"Killingly","0901540500",2014,2014,2017,"2","Employer","Name","Staples Distribution"
"Killingly","0901540500",2014,2014,2017,"3","Employer","Name","Rite Aid Distribution"
"Killingly","0901540500",2014,2014,2017,"4","Employer","Name","United Natural Foods, Inc."
"Killingly","0901540500",2014,2014,2017,"5","Employer","Name","Spirol International Corporation"
"Killingworth","0900740710",2014,2014,2016,"1","Employer","Name","Haddam-Killingworth Middle"
"Killingworth","0900740710",2014,2014,2016,"2","Employer","Name","Killingworth Elementary School"
"Killingworth","0900740710",2014,2014,2016,"3","Employer","Name","Prudential Connecticut Realty"
"Killingworth","0900740710",2014,2014,2016,"4","Employer","Name","Cooking Co"
"Killingworth","0900740710",2014,2014,2016,"5","Employer","Name","Killingworth True Value"
"Killingworth","0900740710",2014,2014,2017,"1","Employer","Name","Haddam-Killingworth Middle"
"Killingworth","0900740710",2014,2014,2017,"2","Employer","Name","Killingworth Elementary School"
"Killingworth","0900740710",2014,2014,2017,"3","Employer","Name","Prudential Connecticut Realty"
"Killingworth","0900740710",2014,2014,2017,"4","Employer","Name","Cooking Co"
"Killingworth","0900740710",2014,2014,2017,"5","Employer","Name","Killingworth True Value"
"Lebanon","0901142390",2014,2014,2016,"1","Employer","Name","Wentworth Septic Svc Llc"
"Lebanon","0901142390",2014,2014,2016,"2","Employer","Name","Pride's Corner Farms Inc"
"Lebanon","0901142390",2014,2014,2016,"3","Employer","Name","Scotts Co"
"Lebanon","0901142390",2014,2014,2016,"4","Employer","Name","Lyman Memorial Sr High School"
"Lebanon","0901142390",2014,2014,2016,"5","Employer","Name","Lebanon Public School"
"Lebanon","0901142390",2016,2017,2017,"1","Employer","Name","Lebanon Public Schools"
"Lebanon","0901142390",2016,2017,2017,"2","Employer","Name","Prides Corner Farms Inc."
"Lebanon","0901142390",2016,2017,2017,"3","Employer","Name","Scotts Co."
"Lebanon","0901142390",2016,2017,2017,"4","Employer","Name","Lebanon Public Schools"
"Lebanon","0901142390",2016,2017,2017,"5","Employer","Name","Hillandale Farms Conn LLC"
"Ledyard","0901142600",2014,2014,2016,"1","Employer","Name","Foxwoods Resort Casino"
"Ledyard","0901142600",2014,2014,2016,"2","Employer","Name","Ledyard High School"
"Ledyard","0901142600",2014,2014,2016,"3","Employer","Name","BOQ Investments Inc"
"Ledyard","0901142600",2014,2014,2016,"4","Employer","Name","Hard Rock Cafe"
"Ledyard","0901142600",2014,2014,2016,"5","Employer","Name","Styron Llc"
"Ledyard","0901142600",2014,2014,2017,"1","Employer","Name","Foxwoods Resort Casino"
"Ledyard","0901142600",2014,2014,2017,"2","Employer","Name","Ledyard High School"
"Ledyard","0901142600",2014,2014,2017,"3","Employer","Name","BOQ Investments Inc"
"Ledyard","0901142600",2014,2014,2017,"4","Employer","Name","Hard Rock Cafe"
"Ledyard","0901142600",2014,2014,2017,"5","Employer","Name","Styron Llc"
"Lisbon","0901143230",2014,2014,2016,"1","Employer","Name","Walmart"
"Lisbon","0901143230",2014,2014,2016,"2","Employer","Name","Home Depot"
"Lisbon","0901143230",2014,2014,2016,"3","Employer","Name","Kohl's"
"Lisbon","0901143230",2014,2014,2016,"4","Employer","Name","Lisbon Central School"
"Lisbon","0901143230",2014,2014,2016,"5","Employer","Name","Ruby Tuesday"
"Lisbon","0901143230",2016,2017,2017,"1","Employer","Name","Home Depot"
"Lisbon","0901143230",2016,2017,2017,"2","Employer","Name","Walmart Supercenter"
"Lisbon","0901143230",2016,2017,2017,"3","Employer","Name","Target"
"Lisbon","0901143230",2016,2017,2017,"4","Employer","Name","Lowe's Home Improvement"
"Lisbon","0901143230",2016,2017,2017,"5","Employer","Name","Wheelabrator Lisbon, Inc."
"Litchfield","0900543370",2014,2014,2016,"1","Employer","Name","Regional School District"
"Litchfield","0900543370",2014,2014,2016,"2","Employer","Name","Litchfield Firehouse"
"Litchfield","0900543370",2014,2014,2016,"3","Employer","Name","Visiting Nurse Assn-Litchfield"
"Litchfield","0900543370",2014,2014,2016,"4","Employer","Name","Wamogo Regional High School"
"Litchfield","0900543370",2014,2014,2016,"5","Employer","Name","Forman School"
"Litchfield","0900543370",2016,2017,2017,"1","Employer","Name","Litchfield BOE"
"Litchfield","0900543370",2016,2017,2017,"2","Employer","Name","Stop & Shop"
"Litchfield","0900543370",2016,2017,2017,"3","Employer","Name","Brandywine Senior Living"
"Litchfield","0900543370",2016,2017,2017,"4","Employer","Name","Bantam Market"
"Litchfield","0900543370",2016,2017,2017,"5","Employer","Name","Town of Litchfield"
"Lyme","0901144210",2014,2014,2016,"1","Employer","Name","HP Broom Housewright Inc"
"Lyme","0901144210",2014,2014,2016,"2","Employer","Name","Hadlyme Fire Dept"
"Lyme","0901144210",2014,2014,2016,"3","Employer","Name","Orkin"
"Lyme","0901144210",2014,2014,2016,"4","Employer","Name","Armadillo Dumpster"
"Lyme","0901144210",2014,2014,2016,"5","Employer","Name","Countryside Realty"
"Lyme","0901144210",2014,2014,2017,"1","Employer","Name","HP Broom Housewright Inc"
"Lyme","0901144210",2014,2014,2017,"2","Employer","Name","Hadlyme Fire Dept"
"Lyme","0901144210",2014,2014,2017,"3","Employer","Name","Orkin"
"Lyme","0901144210",2014,2014,2017,"4","Employer","Name","Armadillo Dumpster"
"Lyme","0901144210",2014,2014,2017,"5","Employer","Name","Countryside Realty"
"Madison","0900944560",2014,2014,2016,"1","Employer","Name","Super Stop & Shop"
"Madison","0900944560",2014,2014,2016,"2","Employer","Name","Durham School Svc"
"Madison","0900944560",2014,2014,2016,"3","Employer","Name","Madison House Care & Rehab Ctr"
"Madison","0900944560",2014,2014,2016,"4","Employer","Name","VNA Service Inc"
"Madison","0900944560",2014,2014,2016,"5","Employer","Name","Danile Hand High School"
"Madison","0900944560",2014,2014,2017,"1","Employer","Name","Super Stop & Shop"
"Madison","0900944560",2014,2014,2017,"2","Employer","Name","Durham School Svc"
"Madison","0900944560",2014,2014,2017,"3","Employer","Name","Madison House Care & Rehab Ctr"
"Madison","0900944560",2014,2014,2017,"4","Employer","Name","VNA Service Inc"
"Madison","0900944560",2014,2014,2017,"5","Employer","Name","Danile Hand High School"
"Manchester","0900344700",2014,2014,2016,"1","Employer","Name","Allied Printing"
"Manchester","0900344700",2014,2014,2016,"2","Employer","Name","Manchester Community College"
"Manchester","0900344700",2014,2014,2016,"3","Employer","Name","Manchester Memorial Hospital"
"Manchester","0900344700",2014,2014,2016,"4","Employer","Name",-9999
"Manchester","0900344700",2014,2014,2016,"5","Employer","Name",-9999
"Manchester","0900344700",2014,2014,2017,"1","Employer","Name","Allied Printing"
"Manchester","0900344700",2014,2014,2017,"2","Employer","Name","Manchester Community College"
"Manchester","0900344700",2014,2014,2017,"3","Employer","Name","Manchester Memorial Hospital"
"Manchester","0900344700",2014,2014,2017,"4","Employer","Name",-9999
"Manchester","0900344700",2014,2014,2017,"5","Employer","Name",-9999
"Mansfield","0901344910",2014,2014,2016,"1","Employer","Name","Universit of CT"
"Mansfield","0901344910",2014,2014,2016,"2","Employer","Name","Town of Mansfield"
"Mansfield","0901344910",2014,2014,2016,"3","Employer","Name","Mansfield Center for Nursing Rehab"
"Mansfield","0901344910",2014,2014,2016,"4","Employer","Name","Big Y"
"Mansfield","0901344910",2014,2014,2016,"5","Employer","Name","UCONN CO-OP"
"Mansfield","0901344910",2014,2014,2017,"1","Employer","Name","Universit of CT"
"Mansfield","0901344910",2014,2014,2017,"2","Employer","Name","Town of Mansfield"
"Mansfield","0901344910",2014,2014,2017,"3","Employer","Name","Mansfield Center for Nursing Rehab"
"Mansfield","0901344910",2014,2014,2017,"4","Employer","Name","Big Y"
"Mansfield","0901344910",2014,2014,2017,"5","Employer","Name","UCONN CO-OP"
"Marlborough","0900345820",2014,2014,2016,"1","Employer","Name","Marlborough Health Care Ctr"
"Marlborough","0900345820",2014,2014,2016,"2","Employer","Name","East Glastonbury Fish & Game"
"Marlborough","0900345820",2014,2014,2016,"3","Employer","Name","Elmer Thienes Mary Hall Elem"
"Marlborough","0900345820",2014,2014,2016,"4","Employer","Name","Marlborough School District"
"Marlborough","0900345820",2014,2014,2016,"5","Employer","Name","Marlborough Health & Rehab Ctr"
"Marlborough","0900345820",2016,2017,2017,"1","Employer","Name","MPS Plastics Inc"
"Marlborough","0900345820",2016,2017,2017,"2","Employer","Name","Marlborouth Plastics, Inc"
"Marlborough","0900345820",2016,2017,2017,"3","Employer","Name","Country Barn Properties"
"Marlborough","0900345820",2016,2017,2017,"4","Employer","Name","Premier Accounting Group"
"Marlborough","0900345820",2016,2017,2017,"5","Employer","Name","Schneider Robert"
"Meriden","0900946520",2014,2014,2016,"1","Employer","Name","MidState Medical Center"
"Meriden","0900946520",2014,2014,2016,"2","Employer","Name","AT&T Corp"
"Meriden","0900946520",2014,2014,2016,"3","Employer","Name","Hunter's Ambulance & Transportaion"
"Meriden","0900946520",2014,2014,2016,"4","Employer","Name","Bob's Store"
"Meriden","0900946520",2014,2014,2016,"5","Employer","Name","Canberra Industries, Inc."
"Meriden","0900946520",2014,2014,2017,"1","Employer","Name","MidState Medical Center"
"Meriden","0900946520",2014,2014,2017,"2","Employer","Name","AT&T Corp"
"Meriden","0900946520",2014,2014,2017,"3","Employer","Name","Hunter's Ambulance & Transportaion"
"Meriden","0900946520",2014,2014,2017,"4","Employer","Name","Bob's Store"
"Meriden","0900946520",2014,2014,2017,"5","Employer","Name","Canberra Industries, Inc."
"Middlebury","0900946940",2014,2014,2016,"1","Employer","Name","Chemtura Corp"
"Middlebury","0900946940",2014,2014,2016,"2","Employer","Name","Timex Group USA Inc"
"Middlebury","0900946940",2014,2014,2016,"3","Employer","Name","Quassy Amusement Park"
"Middlebury","0900946940",2014,2014,2016,"4","Employer","Name","Winchester Electronics Corp"
"Middlebury","0900946940",2014,2014,2016,"5","Employer","Name","Berlin Packaging"
"Middlebury","0900946940",2014,2014,2017,"1","Employer","Name","Chemtura Corp"
"Middlebury","0900946940",2014,2014,2017,"2","Employer","Name","Timex Group USA Inc"
"Middlebury","0900946940",2014,2014,2017,"3","Employer","Name","Quassy Amusement Park"
"Middlebury","0900946940",2014,2014,2017,"4","Employer","Name","Winchester Electronics Corp"
"Middlebury","0900946940",2014,2014,2017,"5","Employer","Name","Berlin Packaging"
"Middlefield","0900747080",2014,2014,2016,"1","Employer","Name","Zygo Corp"
"Middlefield","0900747080",2014,2014,2016,"2","Employer","Name","Powder Ridge Ski Area"
"Middlefield","0900747080",2014,2014,2016,"3","Employer","Name","Lyman Orchards"
"Middlefield","0900747080",2014,2014,2016,"4","Employer","Name","Cooper-Atkins Corp"
"Middlefield","0900747080",2014,2014,2016,"5","Employer","Name","Rogers Manufacturing Co"
"Middlefield","0900747080",2016,2017,2017,"1","Employer","Name","Zygo Corp"
"Middlefield","0900747080",2016,2017,2017,"2","Employer","Name","Rogers Manufacturing Inc"
"Middlefield","0900747080",2016,2017,2017,"3","Employer","Name","Cooper-Atkins Corp"
"Middlefield","0900747080",2016,2017,2017,"4","Employer","Name","T E T Manufacturing Co"
"Middlefield","0900747080",2016,2017,2017,"5","Employer","Name","Powder Ridge Mountain Park & Resort"
"Middletown","0900747360",2014,2014,2016,"1","Employer","Name","Middlesex Hospital"
"Middletown","0900747360",2014,2014,2016,"2","Employer","Name","Connecticut Valley Hospital"
"Middletown","0900747360",2014,2014,2016,"3","Employer","Name","Whiting Forensic Institute"
"Middletown","0900747360",2014,2014,2016,"4","Employer","Name","State Police"
"Middletown","0900747360",2014,2014,2016,"5","Employer","Name","Wesleyan University"
"Middletown","0900747360",2014,2014,2017,"1","Employer","Name","Middlesex Hospital"
"Middletown","0900747360",2014,2014,2017,"2","Employer","Name","Connecticut Valley Hospital"
"Middletown","0900747360",2014,2014,2017,"3","Employer","Name","Whiting Forensic Institute"
"Middletown","0900747360",2014,2014,2017,"4","Employer","Name","State Police"
"Middletown","0900747360",2014,2014,2017,"5","Employer","Name","Wesleyan University"
"Milford","0900947535",2014,2014,2016,"1","Employer","Name","Servicom Llc"
"Milford","0900947535",2014,2014,2016,"2","Employer","Name","Milford Hospital"
"Milford","0900947535",2014,2014,2016,"3","Employer","Name","Schick-Wilkinson Sword"
"Milford","0900947535",2014,2014,2016,"4","Employer","Name","Subway World Headquarters"
"Milford","0900947535",2014,2014,2016,"5","Employer","Name","Doctor's Associates Inc"
"Milford","0900947535",2014,2014,2017,"1","Employer","Name","Servicom Llc"
"Milford","0900947535",2014,2014,2017,"2","Employer","Name","Milford Hospital"
"Milford","0900947535",2014,2014,2017,"3","Employer","Name","Schick-Wilkinson Sword"
"Milford","0900947535",2014,2014,2017,"4","Employer","Name","Subway World Headquarters"
"Milford","0900947535",2014,2014,2017,"5","Employer","Name","Doctor's Associates Inc"
"Monroe","0900148620",2014,2014,2016,"1","Employer","Name","Masuk High School"
"Monroe","0900148620",2014,2014,2016,"2","Employer","Name","Really Good Stuff Inc"
"Monroe","0900148620",2014,2014,2016,"3","Employer","Name","Victorinox Swiss Army Inc"
"Monroe","0900148620",2014,2014,2016,"4","Employer","Name","Super Stop & Shop"
"Monroe","0900148620",2014,2014,2016,"5","Employer","Name","Big Y World Class Market"
"Monroe","0900148620",2014,2014,2017,"1","Employer","Name","Masuk High School"
"Monroe","0900148620",2014,2014,2017,"2","Employer","Name","Really Good Stuff Inc"
"Monroe","0900148620",2014,2014,2017,"3","Employer","Name","Victorinox Swiss Army Inc"
"Monroe","0900148620",2014,2014,2017,"4","Employer","Name","Super Stop & Shop"
"Monroe","0900148620",2014,2014,2017,"5","Employer","Name","Big Y World Class Market"
"Montville","0901148900",2014,2014,2016,"1","Employer","Name","Town of Montville"
"Montville","0901148900",2014,2014,2016,"2","Employer","Name","CT Dept of Corrections"
"Montville","0901148900",2014,2014,2016,"3","Employer","Name","Thomas G Faria"
"Montville","0901148900",2014,2014,2016,"4","Employer","Name","Stop & Shop"
"Montville","0901148900",2014,2014,2016,"5","Employer","Name","Home Depot"
"Montville","0901148900",2014,2014,2017,"1","Employer","Name","Town of Montville"
"Montville","0901148900",2014,2014,2017,"2","Employer","Name","CT Dept of Corrections"
"Montville","0901148900",2014,2014,2017,"3","Employer","Name","Thomas G Faria"
"Montville","0901148900",2014,2014,2017,"4","Employer","Name","Stop & Shop"
"Montville","0901148900",2014,2014,2017,"5","Employer","Name","Home Depot"
"Morris","0900549460",2014,2014,2016,"1","Employer","Name","Camp Washington"
"Morris","0900549460",2014,2014,2016,"2","Employer","Name","Morris Town Firehouse"
"Morris","0900549460",2014,2014,2016,"3","Employer","Name","Popey's Ice Cream"
"Morris","0900549460",2014,2014,2016,"4","Employer","Name","James Morris School"
"Morris","0900549460",2014,2014,2016,"5","Employer","Name","American Backplane Inc"
"Morris","0900549460",2014,2014,2017,"1","Employer","Name","Camp Washington"
"Morris","0900549460",2014,2014,2017,"2","Employer","Name","Morris Town Firehouse"
"Morris","0900549460",2014,2014,2017,"3","Employer","Name","Popey's Ice Cream"
"Morris","0900549460",2014,2014,2017,"4","Employer","Name","James Morris School"
"Morris","0900549460",2014,2014,2017,"5","Employer","Name","American Backplane Inc"
"Naugatuck","0900949950",2014,2014,2016,"1","Employer","Name","Big Y World Class Market"
"Naugatuck","0900949950",2014,2014,2016,"2","Employer","Name","Walmart"
"Naugatuck","0900949950",2014,2014,2016,"3","Employer","Name","Beacon Brook Health Ctr"
"Naugatuck","0900949950",2014,2014,2016,"4","Employer","Name","Custom Bottle Inc"
"Naugatuck","0900949950",2014,2014,2016,"5","Employer","Name","Naugatuck High School"
"Naugatuck","0900949950",2016,2017,2017,"1","Employer","Name","Town of Naugatuck - BOE"
"Naugatuck","0900949950",2016,2017,2017,"2","Employer","Name","A Better Way"
"Naugatuck","0900949950",2016,2017,2017,"3","Employer","Name","Walmart"
"Naugatuck","0900949950",2016,2017,2017,"4","Employer","Name","Custom Bottle"
"Naugatuck","0900949950",2016,2017,2017,"5","Employer","Name","Yofarm"
"New Britain","0900350440",2014,2014,2016,"1","Employer","Name","Hospital-Central Connecticut"
"New Britain","0900350440",2014,2014,2016,"2","Employer","Name","Hospital For Special Care"
"New Britain","0900350440",2014,2014,2016,"3","Employer","Name","Central Connecticut State Univ"
"New Britain","0900350440",2014,2014,2016,"4","Employer","Name","Hospital For Special Care"
"New Britain","0900350440",2014,2014,2016,"5","Employer","Name","Stanley Fastening Systems LP"
"New Britain","0900350440",2016,2017,2017,"1","Employer","Name","City of New Britain"
"New Britain","0900350440",2016,2017,2017,"2","Employer","Name","Hospital of Centeral CT"
"New Britain","0900350440",2016,2017,2017,"3","Employer","Name","Hospital for Speacial Care"
"New Britain","0900350440",2016,2017,2017,"4","Employer","Name","State of CT"
"New Britain","0900350440",2016,2017,2017,"5","Employer","Name","Stanley Black & Decker"
"New Canaan","0900150580",2014,2014,2016,"1","Employer","Name","Waveny Care Ctr"
"New Canaan","0900150580",2014,2014,2016,"2","Employer","Name","Silver Hill Hospital"
"New Canaan","0900150580",2014,2014,2016,"3","Employer","Name","YMCA"
"New Canaan","0900150580",2014,2014,2016,"4","Employer","Name","New Canaan Country School"
"New Canaan","0900150580",2014,2014,2016,"5","Employer","Name","Shaw's Supermarket"
"New Canaan","0900150580",2014,2014,2017,"1","Employer","Name","Waveny Care Ctr"
"New Canaan","0900150580",2014,2014,2017,"2","Employer","Name","Silver Hill Hospital"
"New Canaan","0900150580",2014,2014,2017,"3","Employer","Name","YMCA"
"New Canaan","0900150580",2014,2014,2017,"4","Employer","Name","New Canaan Country School"
"New Canaan","0900150580",2014,2014,2017,"5","Employer","Name","Shaw's Supermarket"
"New Fairfield","0900150860",2014,2014,2016,"1","Employer","Name","St Jacques Contracting"
"New Fairfield","0900150860",2014,2014,2016,"2","Employer","Name","Super Stop & Shop"
"New Fairfield","0900150860",2014,2014,2016,"3","Employer","Name","New Fairfield High School"
"New Fairfield","0900150860",2014,2014,2016,"4","Employer","Name","New Fairfield Volunteer Fire"
"New Fairfield","0900150860",2014,2014,2016,"5","Employer","Name","New Fairfield Consolidated"
"New Fairfield","0900150860",2014,2014,2017,"1","Employer","Name","St Jacques Contracting"
"New Fairfield","0900150860",2014,2014,2017,"2","Employer","Name","Super Stop & Shop"
"New Fairfield","0900150860",2014,2014,2017,"3","Employer","Name","New Fairfield High School"
"New Fairfield","0900150860",2014,2014,2017,"4","Employer","Name","New Fairfield Volunteer Fire"
"New Fairfield","0900150860",2014,2014,2017,"5","Employer","Name","New Fairfield Consolidated"
"New Hartford","0900551350",2014,2014,2016,"1","Employer","Name","Inertia Dynamics"
"New Hartford","0900551350",2014,2014,2016,"2","Employer","Name","Home Depot"
"New Hartford","0900551350",2014,2014,2016,"3","Employer","Name","Perry Techology Corp"
"New Hartford","0900551350",2014,2014,2016,"4","Employer","Name","Hurley Manufacturing"
"New Hartford","0900551350",2014,2014,2016,"5","Employer","Name","Syntac Coated Products"
"New Hartford","0900551350",2016,2017,2017,"1","Employer","Name","Inertia Dynamics"
"New Hartford","0900551350",2016,2017,2017,"2","Employer","Name","Home Depot"
"New Hartford","0900551350",2016,2017,2017,"3","Employer","Name","Perry Techology Corp"
"New Hartford","0900551350",2016,2017,2017,"4","Employer","Name","Hurley Manufacturing"
"New Hartford","0900551350",2016,2017,2017,"5","Employer","Name","Syntac Coated Products"
"New Haven","0900952070",2014,2014,2016,"1","Employer","Name","Yale University"
"New Haven","0900952070",2014,2014,2016,"2","Employer","Name","Yale New Haven Health System"
"New Haven","0900952070",2014,2014,2016,"3","Employer","Name","Southern Connecticut State Unv"
"New Haven","0900952070",2014,2014,2016,"4","Employer","Name","General Counselors Office"
"New Haven","0900952070",2014,2014,2016,"5","Employer","Name","Temple Medical Ctr"
"New Haven","0900952070",2014,2014,2017,"1","Employer","Name","Yale University"
"New Haven","0900952070",2014,2014,2017,"2","Employer","Name","Yale New Haven Health System"
"New Haven","0900952070",2014,2014,2017,"3","Employer","Name","Southern Connecticut State Unv"
"New Haven","0900952070",2014,2014,2017,"4","Employer","Name","General Counselors Office"
"New Haven","0900952070",2014,2014,2017,"5","Employer","Name","Temple Medical Ctr"
"Newington","0900352140",2014,2014,2016,"1","Employer","Name","Ct Dept of Transportion"
"Newington","0900352140",2014,2014,2016,"2","Employer","Name","Veteran Medical Ctr"
"Newington","0900352140",2014,2014,2016,"3","Employer","Name","Data-Mail"
"Newington","0900352140",2014,2014,2016,"4","Employer","Name","Connecticut Construction"
"Newington","0900352140",2014,2014,2016,"5","Employer","Name",-9999
"Newington","0900352140",2014,2014,2017,"1","Employer","Name","Ct Dept of Transportion"
"Newington","0900352140",2014,2014,2017,"2","Employer","Name","Veteran Medical Ctr"
"Newington","0900352140",2014,2014,2017,"3","Employer","Name","Data-Mail"
"Newington","0900352140",2014,2014,2017,"4","Employer","Name","Connecticut Construction"
"Newington","0900352140",2014,2014,2017,"5","Employer","Name",-9999
"New London","0901152350",2014,2014,2016,"1","Employer","Name","Lawrence & Memorial Hospital"
"New London","0901152350",2014,2014,2016,"2","Employer","Name","Connecticut College"
"New London","0901152350",2014,2014,2016,"3","Employer","Name","US Coast Guard-Academy"
"New London","0901152350",2014,2014,2016,"4","Employer","Name","Day Newspaper Publishing Co"
"New London","0901152350",2014,2014,2016,"5","Employer","Name","Day Publishing Co"
"New London","0901152350",2016,2017,2017,"1","Employer","Name","General Dynamics - Electric Boat"
"New London","0901152350",2016,2017,2017,"2","Employer","Name","Lawrence & Memoral Hospital - Yale New Haven Hospital"
"New London","0901152350",2016,2017,2017,"3","Employer","Name","Connecticut College"
"New London","0901152350",2016,2017,2017,"4","Employer","Name","US Coast Guard Academy"
"New London","0901152350",2016,2017,2017,"5","Employer","Name","City of New London"
"New Milford","0900552630",2014,2014,2016,"1","Employer","Name","Kimberly-Clark"
"New Milford","0900552630",2014,2014,2016,"2","Employer","Name","New Milford Hospital"
"New Milford","0900552630",2014,2014,2016,"3","Employer","Name","Nestle USA Inc"
"New Milford","0900552630",2014,2014,2016,"4","Employer","Name","Buck's Rock Performing"
"New Milford","0900552630",2014,2014,2016,"5","Employer","Name","Big Y World Class Market"
"New Milford","0900552630",2016,2017,2017,"1","Employer","Name","Kimberly-Clark"
"New Milford","0900552630",2016,2017,2017,"2","Employer","Name","Western CT Health Network"
"New Milford","0900552630",2016,2017,2017,"3","Employer","Name","Town of New Milford"
"New Milford","0900552630",2016,2017,2017,"4","Employer","Name","Neeltran"
"New Milford","0900552630",2016,2017,2017,"5","Employer","Name","Litchfield Crossing"
"Newtown","0900152980",2014,2014,2016,"1","Employer","Name","CT Department of Corrections"
"Newtown","0900152980",2014,2014,2016,"2","Employer","Name","Tauton Press"
"Newtown","0900152980",2014,2014,2016,"3","Employer","Name","Pitney Bowes Distribution Ctr"
"Newtown","0900152980",2014,2014,2016,"4","Employer","Name","Fine Cooking"
"Newtown","0900152980",2014,2014,2016,"5","Employer","Name","Fine Gardening Magazine"
"Newtown","0900152980",2016,2017,2017,"1","Employer","Name","Town of Newtown - BOE"
"Newtown","0900152980",2016,2017,2017,"2","Employer","Name","Masonicare at Newtown"
"Newtown","0900152980",2016,2017,2017,"3","Employer","Name","State of CT - Corrections at Garner"
"Newtown","0900152980",2016,2017,2017,"4","Employer","Name","Taunton Press"
"Newtown","0900152980",2016,2017,2017,"5","Employer","Name","Charter Communications"
"Norfolk","0900553470",2014,2014,2016,"1","Employer","Name","Norfolk Boad of Education"
"Norfolk","0900553470",2014,2014,2016,"2","Employer","Name","Town of Norfolk"
"Norfolk","0900553470",2014,2014,2016,"3","Employer","Name","Infinity Music Hall & Bistro"
"Norfolk","0900553470",2014,2014,2016,"4","Employer","Name","New England Miniature Ball Co"
"Norfolk","0900553470",2014,2014,2016,"5","Employer","Name","Consolini & Tonan Landscape Design"
"Norfolk","0900553470",2016,2017,2017,"1","Employer","Name","Botelle Elementary School"
"Norfolk","0900553470",2016,2017,2017,"2","Employer","Name","Town of Norfolk"
"Norfolk","0900553470",2016,2017,2017,"3","Employer","Name","Infinity Music Hall & Bistro"
"Norfolk","0900553470",2016,2017,2017,"4","Employer","Name","Wood Creek Bar & Grill"
"Norfolk","0900553470",2016,2017,2017,"5","Employer","Name","New England Miniature Ball"
"North Branford","0900953890",2014,2014,2016,"1","Employer","Name","Honeywell Power Products"
"North Branford","0900953890",2014,2014,2016,"2","Employer","Name","Fire Lite"
"North Branford","0900953890",2014,2014,2016,"3","Employer","Name","Notifier"
"North Branford","0900953890",2014,2014,2016,"4","Employer","Name","Shoreline Life Care Llc"
"North Branford","0900953890",2014,2014,2016,"5","Employer","Name","Evergreen Woods"
"North Branford","0900953890",2014,2014,2017,"1","Employer","Name","Honeywell Power Products"
"North Branford","0900953890",2014,2014,2017,"2","Employer","Name","Fire Lite"
"North Branford","0900953890",2014,2014,2017,"3","Employer","Name","Notifier"
"North Branford","0900953890",2014,2014,2017,"4","Employer","Name","Shoreline Life Care Llc"
"North Branford","0900953890",2014,2014,2017,"5","Employer","Name","Evergreen Woods"
"North Canaan","0900554030",2014,2014,2016,"1","Employer","Name","William Perotti & Sons"
"North Canaan","0900554030",2014,2014,2016,"2","Employer","Name","O'Connor Brothers Inc"
"North Canaan","0900554030",2014,2014,2016,"3","Employer","Name","Allyndale Limestone Corp"
"North Canaan","0900554030",2014,2014,2016,"4","Employer","Name","Laurelbrook Farm"
"North Canaan","0900554030",2014,2014,2016,"5","Employer","Name","Freund's Farm Market"
"North Canaan","0900554030",2016,2017,2017,"1","Employer","Name","Becton Dickenson"
"North Canaan","0900554030",2016,2017,2017,"2","Employer","Name","Geer Corporation"
"North Canaan","0900554030",2016,2017,2017,"3","Employer","Name","MC 1 Healthcare LLC"
"North Canaan","0900554030",2016,2017,2017,"4","Employer","Name","Stop & Shop"
"North Canaan","0900554030",2016,2017,2017,"5","Employer","Name","Lindell Fuels"
"North Haven","0900954870",2014,2014,2016,"1","Employer","Name","Covidien"
"North Haven","0900954870",2014,2014,2016,"2","Employer","Name","O F Mossberg & Sons"
"North Haven","0900954870",2014,2014,2016,"3","Employer","Name","Connecticut Container"
"North Haven","0900954870",2014,2014,2016,"4","Employer","Name","United Aluminum Corp"
"North Haven","0900954870",2014,2014,2016,"5","Employer","Name","New Breed Logistics"
"North Haven","0900954870",2014,2014,2017,"1","Employer","Name","Covidien"
"North Haven","0900954870",2014,2014,2017,"2","Employer","Name","O F Mossberg & Sons"
"North Haven","0900954870",2014,2014,2017,"3","Employer","Name","Connecticut Container"
"North Haven","0900954870",2014,2014,2017,"4","Employer","Name","United Aluminum Corp"
"North Haven","0900954870",2014,2014,2017,"5","Employer","Name","New Breed Logistics"
"North Stonington","0901155500",2014,2014,2016,"1","Employer","Name","A/Z Corp"
